"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Tmem144",0.509412670423464,0.0393959892844726,0.868103685221382,70652,"CON-DOM","up",-0.675583837265034,0.0427221928169143,0.996111667085965,"down"
"Olfr518",0.684743780474153,0.0396195045271634,0.868103685221382,258303,"CON-DOM","up",-1.09288448953064,0.0151669051292193,0.996111667085965,"down"
"Dok3",-0.571502744297709,0.0401996888814278,0.868103685221382,27261,"CON-DOM","down",0.818773020155316,0.0143360848594407,0.996111667085965,"up"
"Slc26a4",-1.09838651275293,0.0412153815238885,0.868103685221382,23985,"CON-DOM","down",1.45854117025762,0.0156851085927114,0.996111667085965,"up"
"Tsc22d3",-0.320570732792145,0.0412202007733751,0.868103685221382,14605,"CON-DOM","down",0.414734285456612,0.0464170131973819,0.996111667085965,"up"
"Rgs6",-0.502837887768659,0.0414877400217761,0.868103685221382,50779,"CON-DOM","down",0.651660511753011,0.036282686079867,0.996111667085965,"up"
"Nit1",0.265680523227044,0.0423469908312418,0.868103685221382,27045,"CON-DOM","up",-0.423009247157584,0.0146863074332354,0.996111667085965,"down"
"Nfkbia",-0.271995123389524,0.0426639476233932,0.868103685221382,18035,"CON-DOM","down",0.42085129963129,0.0227096144900132,0.996111667085965,"up"
"Wdr46",-0.359123536425302,0.0428591740383949,0.868103685221382,57315,"CON-DOM","down",0.54293830784329,0.0150433764922397,0.996111667085965,"up"
"Syne2",0.49384799407148,0.0433800558973042,0.868103685221382,319565,"CON-DOM","up",-0.664188484552112,0.0415047604314616,0.996111667085965,"down"
"Sept8",-0.31561952613132,0.0438016892417203,0.868103685221382,20362,"CON-DOM","down",0.441307068911256,0.0294831966900519,0.996111667085965,"up"
"Ehd3",-0.215717156282162,0.0438604996944976,0.868103685221382,57440,"CON-DOM","down",0.285502275318993,0.0401564552765492,0.996111667085965,"up"
"Vmn2r113",0.268636773423841,0.0439752859771807,0.868103685221382,434701,"CON-DOM","up",-0.392548929032336,0.0391431112537283,0.996111667085965,"down"
"Hspb1",-0.846889042182994,0.0441261903424493,0.868103685221382,15507,"CON-DOM","down",1.1510896686109,0.0248099492024052,0.996111667085965,"up"
"Ppp1r13b",0.22645561469727,0.0445064167378426,0.868103685221382,21981,"CON-DOM","up",-0.389090637211523,0.00627182830579479,0.996111667085965,"down"
"Cep63",0.3558203715336,0.045910824049966,0.868103685221382,28135,"CON-DOM","up",-0.576972798842024,0.016896444946612,0.996111667085965,"down"
"Phka1",0.583141952534707,0.0464761579902916,0.868103685221382,18679,"CON-DOM","up",-0.954635145402084,0.0223605941942048,0.996111667085965,"down"
