"pre_idbatchcage","post_idbatchcage","post_batchcage","batch","Cage","winner","loser","score","group","period","time","lightsoff","date","ztime"
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,1173
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,1199
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,1214
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,1234
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,1249
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1290
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,1331
"4 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-4","Cage 1-2",1,"control","Post","25 hours",10,2019-11-07,1356
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,1365
"3 Batch 4 Cage 5"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 5-3","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,1394
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1440
"4 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-4","Cage 1-2",1,"control","Post","25 hours",10,2019-11-07,1487
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,1504
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,1556
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1579
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,1589
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,1632
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1661
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,1701
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,1719
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1765
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 4-3",1,"reorganized","Post","25 hours",10,2019-11-07,1778
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,1794
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,1814
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,1865
"1 Batch 4 Cage 5"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 5-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,1879
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,1928
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,1963
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,1980
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,2002
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,2024
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2041
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,2083
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,2097
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2170
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,2198
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,2209
"3 Batch 4 Cage 5"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 5-3","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,2230
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2257
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2270
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2288
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,2301
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2340
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,2361
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,2371
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2389
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,2415
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,2463
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,2475
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2509
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,2535
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2553
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,2593
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,2617
"2 Batch 4 Cage 2"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 2-2","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,2672
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,2708
"2 Batch 4 Cage 2"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 2-2","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,2739
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,2771
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2790
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,2829
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,2862
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,2877
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,2922
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,2937
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,3020
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,3067
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,3079
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,3142
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,3173
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,3378
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,3390
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,3416
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,3431
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,3451
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,3472
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,3493
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,3508
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,3518
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 4-3",1,"reorganized","Post","25 hours",10,2019-11-07,3565
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,3620
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,3655
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,3712
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,3819
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,3868
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,3887
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,3916
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,3950
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,3978
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,4020
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,4031
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4067
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,4078
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4103
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4131
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,4163
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4188
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,4211
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4263
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4282
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,4357
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-2",1,"control","Post","25 hours",10,2019-11-07,4471
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,4495
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4542
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,4556
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4583
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4603
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,4629
"1 Batch 4 Cage 5"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 5-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,4640
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,4720
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,4737
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4767
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 4-3",1,"reorganized","Post","25 hours",10,2019-11-07,4798
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 3-4",1,"reorganized","Post","25 hours",10,2019-11-07,4849
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4875
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,4888
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,4917
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,4933
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,4948
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,4959
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,4985
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,5047
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,5066
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,5103
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,5119
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,5142
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5197
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,5223
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,5244
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,5313
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5327
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,5396
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,5423
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5465
"2 Batch 4 Cage 2"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 2-2","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,5502
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,5520
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,5549
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5560
"2 Batch 4 Cage 2"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 2-2","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,5593
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5663
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,5681
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5691
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,5728
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,5745
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 4-3",1,"reorganized","Post","25 hours",10,2019-11-07,5777
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 3-4",1,"reorganized","Post","25 hours",10,2019-11-07,5807
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 4-3",1,"reorganized","Post","25 hours",10,2019-11-07,5820
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 3-4",1,"reorganized","Post","25 hours",10,2019-11-07,5839
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,5860
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,5914
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,5935
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,5958
