"pre_idbatchcage","post_idbatchcage","post_batchcage","batch","Cage","winner","loser","score","group","period","time","lightsoff","date","ztime"
"1 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-1","Cage 5-4",1,"control","Post"," 1 hour",10,2019-12-13,681
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,699
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,730
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,741
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,788
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,803
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,812
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,836
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,857
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,890
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,920
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,944
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,954
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,994
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1011
"3 Batch 11 Cage 4"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 4-3","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1038
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-4",1,"control","Post"," 1 hour",10,2019-12-13,1097
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1108
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1151
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1162
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,1179
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1202
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-4",1,"control","Post"," 1 hour",10,2019-12-13,1215
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1273
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1323
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1382
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1404
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1417
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1428
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1439
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 3-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1467
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,1481
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1503
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1534
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 1-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1555
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1577
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1593
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-1",1,"control","Post"," 1 hour",10,2019-12-13,1608
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1642
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1650
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1704
"4 Batch 11 Cage 3"," Batch 11 Cage 1","Batch 11 Cage 1","11","Cage 1","Cage 3-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1724
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1751
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1771
"2 Batch 11 Cage 3"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 3-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1792
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1806
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,1822
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1846
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,1855
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-4",1,"control","Post"," 1 hour",10,2019-12-13,1871
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-1",1,"control","Post"," 1 hour",10,2019-12-13,1883
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1904
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1915
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,1967
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,2031
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2061
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2118
"2 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-2","Cage 5-4",1,"control","Post"," 1 hour",10,2019-12-13,2129
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2140
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2151
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,2194
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,2204
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2226
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,2249
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,2260
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,2270
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2019-12-13,2290
"1 Batch 11 Cage 2"," Batch 11 Cage 2","Batch 11 Cage 2","11","Cage 2","Cage 2-1","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2019-12-13,2301
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2323
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2350
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2395
"1 Batch 11 Cage 5"," Batch 11 Cage 5","Batch 11 Cage 5","11","Cage 5","Cage 5-1","Cage 5-3",1,"control","Post"," 1 hour",10,2019-12-13,2436
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2460
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2494
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2523
"4 Batch 11 Cage 1"," Batch 11 Cage 4","Batch 11 Cage 4","11","Cage 4","Cage 1-4","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2019-12-13,2586
"1 Batch 11 Cage 4"," Batch 11 Cage 3","Batch 11 Cage 3","11","Cage 3","Cage 4-1","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2019-12-13,2604
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-1415
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-1271
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,-1243
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,-1220
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,-1155
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-2",1,"control","Post"," 1 hour",10,2020-01-16,-1038
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-1022
"1 Batch 12 Cage 1"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 1-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,-873
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-2",1,"control","Post"," 1 hour",10,2020-01-16,-861
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,-828
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-813
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-794
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-691
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-635
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-607
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-01-16,-585
"3 Batch 12 Cage 2"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 2-3","Cage 5-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,-564
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-542
"2 Batch 12 Cage 2"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 2-2","Cage 4-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-404
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-372
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,-255
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,-239
"3 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-3","Cage 3-1",1,"control","Post"," 1 hour",10,2020-01-16,-118
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,-16
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,4
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,62
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,149
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,163
"2 Batch 12 Cage 4"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 4-2","Cage 5-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,186
"2 Batch 12 Cage 4"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 4-2","Cage 1-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,211
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,279
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,294
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,347
"2 Batch 12 Cage 2"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 2-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,397
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,426
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,451
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,464
"4 Batch 12 Cage 2"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 2-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,480
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,512
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,529
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,552
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,565
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,578
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,589
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,627
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,658
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,740
"2 Batch 12 Cage 4"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 4-2","Cage 5-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,803
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,829
"1 Batch 12 Cage 5"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 5-1","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,863
"4 Batch 12 Cage 5"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 5-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,881
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,905
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,932
"2 Batch 12 Cage 4"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 4-2","Cage 5-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,943
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,963
"3 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-3","Cage 3-2",1,"control","Post"," 1 hour",10,2020-01-16,982
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-01-16,1037
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,1064
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1076
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1090
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,1120
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1146
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,1424
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1449
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,1471
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,1493
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1570
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1591
"2 Batch 12 Cage 5"," Batch 12 Cage 4","Batch 12 Cage 4","12","Cage 4","Cage 5-2","Cage 1-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,1683
"4 Batch 12 Cage 2"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 2-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,1756
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-01-16,1790
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 5-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,2032
