"Cage","winner","loser","score","batch","batch.cage","group","time","id","pre_batchcage","date","hrs","min","sec","lightsoff","ztime"
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-10,15,10,12,10,18612
"Cage 1",3,2,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-10,15,13,46,10,18826
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-10,15,13,53,10,18833
"Cage 2",2,4,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,15,12,10,18912
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,16,4,10,18964
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-10,15,16,36,10,18996
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-10,15,16,43,10,19003
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,17,6,10,19026
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,18,28,10,19108
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,20,33,10,19233
"Cage 1",3,2,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-10,15,21,4,10,19264
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-10,15,23,2,10,19382
"Cage 2",2,4,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,24,4,10,19444
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-10,15,25,12,10,19512
"Cage 5",1,4,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-10,15,26,40,10,19600
"Cage 1",3,2,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-11,12,4,41,10,7481
"Cage 4",4,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-11,12,6,7,10,7567
"Cage 3",4,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-11,12,6,32,10,7592
"Cage 4",4,1,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-11,12,6,50,10,7610
"Cage 2",2,4,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,10,42,10,7842
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-11,12,10,50,10,7850
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,11,25,10,7885
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,12,57,10,7977
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,13,6,10,7986
"Cage 3",4,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-11,12,14,22,10,8062
"Cage 2",2,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,18,24,10,8304
"Cage 2",2,4,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-11,12,18,41,10,8321
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,21,14,10,8474
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-11,12,22,16,10,8536
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-11,12,22,38,10,8558
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,24,10,10,8650
"Cage 2",3,4,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",3,"Batch 11 Cage 2",2019-12-11,12,24,34,10,8674
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-11,12,26,59,10,8819
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-11,12,27,12,10,8832
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-11,12,27,25,10,8845
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,29,9,10,8949
"Cage 5",1,4,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-11,12,29,19,10,8959
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,30,22,10,9022
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,33,22,10,9202
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,33,40,10,9220
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-11,12,43,30,10,9810
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-11,12,44,31,10,9871
"Cage 3",1,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",1,"Batch 11 Cage 3",2019-12-11,12,45,26,10,9926
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-11,12,48,31,10,10111
"Cage 4",4,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-11,12,58,32,10,10712
"Cage 4",4,1,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-11,12,59,35,10,10775
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,13,9,57,10,11397
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,13,10,10,10,11410
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,10,58,10,11458
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,13,12,19,10,11539
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-12,13,14,49,10,11689
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-12,13,14,59,10,11699
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-12,13,15,18,10,11718
"Cage 4",1,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-12,13,15,34,10,11734
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,13,17,9,10,11829
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-12,13,17,25,10,11845
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,13,21,15,10,12075
"Cage 4",1,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-12,13,21,25,10,12085
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,21,56,10,12116
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,22,6,10,12126
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,22,48,10,12168
"Cage 5",1,3,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-12,13,23,2,10,12182
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,26,13,10,12373
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,29,58,10,12598
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,30,38,10,12638
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,31,33,10,12693
"Cage 4",4,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,32,21,10,12741
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,33,41,10,12821
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,13,38,33,10,13113
"Cage 1",3,2,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,44,33,10,13473
"Cage 2",4,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",4,"Batch 11 Cage 2",2019-12-12,13,46,30,10,13590
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,58,17,10,14297
"Cage 1",3,2,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,13,58,31,10,14311
"Cage 3",2,1,0.5,"11","Batch 11 Cage 3","reorganized"," 1 hour",2,"Batch 11 Cage 3",2019-12-12,14,2,28,10,14548
"Cage 3",4,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,14,12,26,10,15146
"Cage 4",1,3,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",1,"Batch 11 Cage 4",2019-12-12,14,14,52,10,15292
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,20,18,10,15618
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,20,44,10,15644
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,21,51,10,15711
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,21,58,10,15718
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,22,14,10,15734
"Cage 3",4,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,14,22,26,10,15746
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,14,23,1,10,15781
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,26,23,10,15983
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,26,35,10,15995
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,27,17,10,16037
"Cage 5",1,4,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-12,14,27,57,10,16077
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,28,6,10,16086
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,28,44,10,16124
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,28,52,10,16132
"Cage 3",4,2,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,14,29,17,10,16157
"Cage 1",3,4,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,36,6,10,16566
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,36,42,10,16602
"Cage 2",1,3,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",1,"Batch 11 Cage 2",2019-12-12,14,37,44,10,16664
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,40,26,10,16826
"Cage 5",2,4,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,40,46,10,16846
"Cage 5",1,3,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-12,14,42,54,10,16974
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,43,12,10,16992
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,44,34,10,17074
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,45,25,10,17125
"Cage 3",2,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",2,"Batch 11 Cage 3",2019-12-12,14,45,43,10,17143
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-12,14,46,31,10,17191
"Cage 3",2,3,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",2,"Batch 11 Cage 3",2019-12-12,14,47,21,10,17241
"Cage 4",4,2,1,"11","Batch 11 Cage 4","reorganized"," 1 hour",4,"Batch 11 Cage 4",2019-12-12,14,48,11,10,17291
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,49,11,10,17351
"Cage 1",3,1,1,"11","Batch 11 Cage 1","reorganized"," 1 hour",3,"Batch 11 Cage 1",2019-12-12,14,49,31,10,17371
"Cage 5",2,1,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,54,26,10,17666
"Cage 2",2,1,1,"11","Batch 11 Cage 2","reorganized"," 1 hour",2,"Batch 11 Cage 2",2019-12-12,14,55,1,10,17701
"Cage 5",1,3,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-12,14,56,10,10,17770
"Cage 5",1,3,1,"11","Batch 11 Cage 5","control"," 1 hour",1,"Batch 11 Cage 5",2019-12-12,14,56,46,10,17806
"Cage 5",2,3,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,56,59,10,17819
"Cage 5",2,3,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,57,14,10,17834
"Cage 5",2,3,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,57,26,10,17846
"Cage 5",2,3,1,"11","Batch 11 Cage 5","control"," 1 hour",2,"Batch 11 Cage 5",2019-12-12,14,57,42,10,17862
"Cage 3",4,1,1,"11","Batch 11 Cage 3","reorganized"," 1 hour",4,"Batch 11 Cage 3",2019-12-12,14,58,14,10,17894
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,10,53,28,10,3208
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,10,55,6,10,3306
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,10,56,27,10,3387
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,10,56,59,10,3419
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,10,57,22,10,3442
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,10,58,10,10,3490
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,10,58,21,10,3501
"Cage 5",4,3,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,10,59,54,10,3594
"Cage 5",4,3,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,11,3,15,10,3795
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,11,9,57,10,4197
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,11,11,1,10,4261
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,12,55,10,4375
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,11,13,6,10,4386
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,13,17,10,4397
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,15,46,10,4546
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,11,18,20,10,4700
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,11,22,20,10,4940
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,24,36,10,5076
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,25,11,10,5111
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,11,25,40,10,5140
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,27,40,10,5260
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,33,4,10,5584
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,33,17,10,5597
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,33,30,10,5610
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,41,22,10,6082
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,42,19,10,6139
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,47,18,10,6438
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,47,46,10,6466
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-10,11,51,48,10,6708
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,53,13,10,6793
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,53,33,10,6813
"Cage 1",4,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",4,"Batch 12 Cage 1",2020-01-10,11,54,6,10,6846
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,59,5,10,7145
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,11,59,21,10,7161
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,11,59,48,10,7188
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,12,1,23,10,7283
"Cage 2",2,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",2,"Batch 12 Cage 2",2020-01-10,12,6,54,10,7614
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,9,25,10,7765
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,10,7,10,7807
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,10,37,10,7837
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,11,14,10,7874
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,11,59,10,7919
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-10,12,12,22,10,7942
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-10,12,17,39,10,8259
"Cage 2",2,1,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",2,"Batch 12 Cage 2",2020-01-10,12,22,31,10,8551
"Cage 2",2,1,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",2,"Batch 12 Cage 2",2020-01-10,12,28,29,10,8909
"Cage 2",2,1,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",2,"Batch 12 Cage 2",2020-01-10,12,35,25,10,9325
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-10,12,35,43,10,9343
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-11,13,57,38,10,14258
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-11,13,58,0,10,14280
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-11,13,58,21,10,14301
"Cage 1",4,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",4,"Batch 12 Cage 1",2020-01-11,13,59,17,10,14357
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-11,14,0,19,10,14419
"Cage 2",4,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",4,"Batch 12 Cage 2",2020-01-11,14,8,7,10,14887
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-11,14,10,32,10,15032
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-11,14,11,42,10,15102
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-11,14,23,42,10,15822
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-11,14,26,5,10,15965
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-11,14,34,40,10,16480
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-11,14,36,44,10,16604
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-11,14,38,26,10,16706
"Cage 1",4,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",4,"Batch 12 Cage 1",2020-01-11,14,42,53,10,16973
"Cage 1",3,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-11,14,48,12,10,17292
"Cage 1",3,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-11,14,48,44,10,17324
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-11,14,49,33,10,17373
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,7,27,10,4047
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,11,13,28,10,4408
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,13,36,10,4416
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,16,38,10,4598
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-12,11,22,44,10,4964
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-12,11,23,38,10,5018
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-12,11,24,7,10,5047
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,11,29,0,10,5340
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,29,15,10,5355
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,29,25,10,5365
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,31,7,10,5467
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,31,14,10,5474
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-12,11,31,27,10,5487
