"Well","plate","dilution_factor","final_conc_ng_ul","mean_con_ng_ul","batch","period","post_id","precage","pre_id","post_idbatch","pre_idbatch","pre_idbatchcage","group","time","Postds","Postrank","Preds","Prerank","condition"
"B10",7,100,391.118490819852,407.261064662692,9,"Post","3-2","Cage3","2","3-2Batch9","2Batch9","2Batch9Cage3","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
"C9",7,100,47.9278494171401,60.685671917562,4,"Pre","4-4","Cage4","4","4-4Batch4","4Batch4","4Batch4Cage4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
"C10",7,100,73.443494417984,60.685671917562,4,"Pre","4-4","Cage4","4","4-4Batch4","4Batch4","4Batch4Cage4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
"D9",7,100,81.5847417606549,78.6142692793386,4,"Post","4-4","Cage4","4","4-4Batch4","4Batch4","4Batch4Cage4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
"D10",7,100,75.6437967980224,78.6142692793386,4,"Post","4-4","Cage4","4","4-4Batch4","4Batch4","4Batch4Cage4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
"E9",7,100,91.8963155471557,98.1334293720601,14,"Pre","6-4","Cage6","4","6-4Batch14","4Batch14","4Batch14Cage6","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
"E10",7,100,104.370543196965,98.1334293720601,14,"Pre","6-4","Cage6","4","6-4Batch14","4Batch14","4Batch14Cage6","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
"F9",7,100,339.084361392788,360.241905196482,14,"Post","6-4","Cage6","4","6-4Batch14","4Batch14","4Batch14Cage6","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
"F10",7,100,381.399449000176,360.241905196482,14,"Post","6-4","Cage6","4","6-4Batch14","4Batch14","4Batch14Cage6","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
"G9",7,100,66.8921448241239,71.5504736148056,5,"Pre","5-2","Cage5","2","5-2Batch5","2Batch5","2Batch5Cage5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
"G10",7,100,76.2088024054874,71.5504736148056,5,"Pre","5-2","Cage5","2","5-2Batch5","2Batch5","2Batch5Cage5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
"H9",7,100,169.251006612406,178.367170855216,5,"Post","5-2","Cage5","2","5-2Batch5","2Batch5","2Batch5Cage5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
"H10",7,100,187.483335098025,178.367170855216,5,"Post","5-2","Cage5","2","5-2Batch5","2Batch5","2Batch5Cage5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
"A11",7,100,59.0889626826839,64.7003962956364,11,"Pre","4-1","Cage4","1","4-1Batch11","1Batch11","1Batch11Cage4","reorganized","1 hr",3.01785714285714,1,-1.67982456140351,3,"ascenders"
"A12",7,100,70.3118299085888,64.7003962956364,11,"Pre","4-1","Cage4","1","4-1Batch11","1Batch11","1Batch11Cage4","reorganized","1 hr",3.01785714285714,1,-1.67982456140351,3,"ascenders"
"B11",7,100,120.952754351843,111.755151204637,11,"Post","4-1","Cage4","1","4-1Batch11","1Batch11","1Batch11Cage4","reorganized","1 hr",3.01785714285714,1,-1.67982456140351,3,"ascenders"
"B12",7,100,102.557548057432,111.755151204637,11,"Post","4-1","Cage4","1","4-1Batch11","1Batch11","1Batch11Cage4","reorganized","1 hr",3.01785714285714,1,-1.67982456140351,3,"ascenders"
"C11",7,100,48.8550400111254,49.6523589452997,4,"Pre","1-3","Cage1","3","1-3Batch4","3Batch4","3Batch4Cage1","control","25hr",-3.35,3,-1.56666666666667,3,"control"
"C12",7,100,50.4496778794739,49.6523589452997,4,"Pre","1-3","Cage1","3","1-3Batch4","3Batch4","3Batch4Cage1","control","25hr",-3.35,3,-1.56666666666667,3,"control"
"D11",7,100,106.235347490114,122.812035521601,4,"Post","1-3","Cage1","3","1-3Batch4","3Batch4","3Batch4Cage1","control","25hr",-3.35,3,-1.56666666666667,3,"control"
"D12",7,100,139.388723553087,122.812035521601,4,"Post","1-3","Cage1","3","1-3Batch4","3Batch4","3Batch4Cage1","control","25hr",-3.35,3,-1.56666666666667,3,"control"
"E11",7,100,92.6536172206688,94.2177383180906,6,"Pre","1-2","Cage1","2","1-2Batch6","2Batch6","2Batch6Cage1","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
"E12",7,100,95.7818594155123,94.2177383180906,6,"Pre","1-2","Cage1","2","1-2Batch6","2Batch6","2Batch6Cage1","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
"F11",7,100,106.235347490114,108.687436008819,6,"Post","1-2","Cage1","2","1-2Batch6","2Batch6","2Batch6Cage1","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
"F12",7,100,111.139524527523,108.687436008819,6,"Post","1-2","Cage1","2","1-2Batch6","2Batch6","2Batch6Cage1","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
"G11",7,100,152.194573078098,161.774411318141,12,"Pre","2-1","Cage2","1","2-1Batch12","1Batch12","1Batch12Cage2","reorganized","1 hr",-2.08333333333333,3,4.56043956043956,1,"descenders"
"G12",7,100,171.354249558183,161.774411318141,12,"Pre","2-1","Cage2","1","2-1Batch12","1Batch12","1Batch12Cage2","reorganized","1 hr",-2.08333333333333,3,4.56043956043956,1,"descenders"
"H11",7,100,122.131017099228,127.895798954848,12,"Post","2-1","Cage2","1","2-1Batch12","1Batch12","1Batch12Cage2","reorganized","1 hr",-2.08333333333333,3,4.56043956043956,1,"descenders"
"H12",7,100,133.660580810468,127.895798954848,12,"Post","2-1","Cage2","1","2-1Batch12","1Batch12","1Batch12Cage2","reorganized","1 hr",-2.08333333333333,3,4.56043956043956,1,"descenders"
"D3",8,100,46.7239879455773,46.3204669545675,13,"Pre","4-2","Cage4","2","4-2Batch13","2Batch13","2Batch13Cage4","reorganized","1 hr",3.55128205128205,1,-1.58333333333333,3,"ascenders"
"D4",8,100,45.9169459635576,46.3204669545675,13,"Pre","4-2","Cage4","2","4-2Batch13","2Batch13","2Batch13Cage4","reorganized","1 hr",3.55128205128205,1,-1.58333333333333,3,"ascenders"
"E3",8,100,131.654224490407,129.264012089489,13,"Post","4-2","Cage4","2","4-2Batch13","2Batch13","2Batch13Cage4","reorganized","1 hr",3.55128205128205,1,-1.58333333333333,3,"ascenders"
"E4",8,100,126.873799688571,129.264012089489,13,"Post","4-2","Cage4","2","4-2Batch13","2Batch13","2Batch13Cage4","reorganized","1 hr",3.55128205128205,1,-1.58333333333333,3,"ascenders"
"F3",8,100,90.8173278071422,90.1546727374937,5,"Pre","1-1","Cage1","1","1-1Batch5","1Batch5","1Batch5Cage1","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
"F4",8,100,89.4920176678453,90.1546727374937,5,"Pre","1-1","Cage1","1","1-1Batch5","1Batch5","1Batch5Cage1","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
"G3",8,100,63.0840795609401,56.0207777657873,5,"Post","1-1","Cage1","1","1-1Batch5","1Batch5","1Batch5Cage1","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
"G4",8,100,48.9574759706345,56.0207777657873,5,"Post","1-1","Cage1","1","1-1Batch5","1Batch5","1Batch5Cage1","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
"H3",8,100,126.873799688571,126.299419157905,14,"Pre","1-4","Cage1","4","1-4Batch14","4Batch14","4Batch14Cage1","reorganized","1 hr",-0.863095238095238,3,-1.86666666666667,3,"same"
"H4",8,100,125.72503862724,126.299419157905,14,"Pre","1-4","Cage1","4","1-4Batch14","4Batch14","4Batch14Cage1","reorganized","1 hr",-0.863095238095238,3,-1.86666666666667,3,"same"
"A5",8,100,399.880070654563,429.161837153181,14,"Post","1-4","Cage1","4","1-4Batch14","4Batch14","4Batch14Cage1","reorganized","1 hr",-0.863095238095238,3,-1.86666666666667,3,"same"
"A6",8,100,458.443603651799,429.161837153181,14,"Post","1-4","Cage1","4","1-4Batch14","4Batch14","4Batch14Cage1","reorganized","1 hr",-0.863095238095238,3,-1.86666666666667,3,"same"
"B5",8,100,28.1357427996484,31.1995983376098,2,"Pre","1-1","Cage1","1","1-1Batch2","1Batch2","1Batch2Cage1","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
"B6",8,100,34.2634538755712,31.1995983376098,2,"Pre","1-1","Cage1","1","1-1Batch2","1Batch2","1Batch2Cage1","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
"C5",8,100,210.804103610023,215.326865571699,2,"Post","1-1","Cage1","1","1-1Batch2","1Batch2","1Batch2Cage1","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
"C6",8,100,219.849627533376,215.326865571699,2,"Post","1-1","Cage1","1","1-1Batch2","1Batch2","1Batch2Cage1","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
"D5",8,100,44.0944854353788,43.8416038286757,13,"Pre","5-2","Cage5","2","5-2Batch13","2Batch13","2Batch13Cage5","control","1 hr",-1.2,3,-1.5,3,"control"
"D6",8,100,43.5887222219727,43.8416038286757,13,"Pre","5-2","Cage5","2","5-2Batch13","2Batch13","2Batch13Cage5","control","1 hr",-1.2,3,-1.5,3,"control"
"E5",8,100,68.9627330550191,63.9462250013509,13,"Post","5-2","Cage5","2","5-2Batch13","2Batch13","2Batch13Cage5","control","1 hr",-1.2,3,-1.5,3,"control"
"E6",8,100,58.9297169476827,63.9462250013509,13,"Post","5-2","Cage5","2","5-2Batch13","2Batch13","2Batch13Cage5","control","1 hr",-1.2,3,-1.5,3,"control"
"F5",8,100,125.72503862724,122.981401918769,8,"Pre","3-3","Cage3","3","3-3Batch8","3Batch8","3Batch8Cage3","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
"F6",8,100,120.237765210298,122.981401918769,8,"Pre","3-3","Cage3","3","3-3Batch8","3Batch8","3Batch8Cage3","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
"G5",8,100,433.037856196214,427.209394635226,8,"Post","3-3","Cage3","3","3-3Batch8","3Batch8","3Batch8Cage3","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
"G6",8,100,421.380933074238,427.209394635226,8,"Post","3-3","Cage3","3","3-3Batch8","3Batch8","3Batch8Cage3","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
"H5",8,100,69.4111471398555,66.2476133503978,10,"Pre","3-1","Cage3","1","3-1Batch10","1Batch10","1Batch10Cage3","reorganized","1 hr",-0.784722222222222,3,-2.25,3,"same"
"H6",8,100,63.0840795609401,66.2476133503978,10,"Pre","3-1","Cage3","1","3-1Batch10","1Batch10","1Batch10Cage3","reorganized","1 hr",-0.784722222222222,3,-2.25,3,"same"
"A7",8,100,174.393231877599,174.393231877599,10,"Post","3-1","Cage3","1","3-1Batch10","1Batch10","1Batch10Cage3","reorganized","1 hr",-0.784722222222222,3,-2.25,3,"same"
"A8",8,100,174.393231877599,174.393231877599,10,"Post","3-1","Cage3","1","3-1Batch10","1Batch10","1Batch10Cage3","reorganized","1 hr",-0.784722222222222,3,-2.25,3,"same"
"B7",8,100,95.7054319439327,94.6333384834088,14,"Pre","3-3","Cage3","3","3-3Batch14","3Batch14","3Batch14Cage3","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
"B8",8,100,93.5612450228849,94.6333384834088,14,"Pre","3-3","Cage3","3","3-3Batch14","3Batch14","3Batch14Cage3","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
"C7",8,100,95.7054319439327,98.7630129266694,14,"Post","3-3","Cage3","3","3-3Batch14","3Batch14","3Batch14Cage3","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
"C8",8,100,101.820593909406,98.7630129266694,14,"Post","3-3","Cage3","3","3-3Batch14","3Batch14","3Batch14Cage3","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
"D7",8,100,140.810249347391,143.683519686337,1,"Post","4-2","Cage4","2","4-2Batch1","2Batch1","2Batch1Cage4","control","25hr",-0.738888888888889,3,-1.33103448275862,3,"control"
"D8",8,100,146.556790025283,143.683519686337,1,"Post","4-2","Cage4","2","4-2Batch1","2Batch1","2Batch1Cage4","control","25hr",-0.738888888888889,3,-1.33103448275862,3,"control"
"E7",8,100,105.968279643107,105.968279643107,1,"Post","2-3","Cage2","3","2-3Batch1","3Batch1","3Batch1Cage2","reorganized","25hr",4.80812478376196,1,-3.19736842105263,3,"ascenders"
"E8",8,100,105.968279643107,105.968279643107,1,"Post","2-3","Cage2","3","2-3Batch1","3Batch1","3Batch1Cage2","reorganized","25hr",4.80812478376196,1,-3.19736842105263,3,"ascenders"
"F7",8,100,187.446843047664,199.125473328843,11,"Pre","5-4","Cage5","4","5-4Batch11","4Batch11","4Batch11Cage5","control","1 hr",-2.15277777777778,3,-2.70744680851064,3,"control"
"F8",8,100,210.804103610023,199.125473328843,11,"Pre","5-4","Cage5","4","5-4Batch11","4Batch11","4Batch11Cage5","control","1 hr",-2.15277777777778,3,-2.70744680851064,3,"control"
"G7",8,100,487.097174396044,466.234204248619,11,"Post","5-4","Cage5","4","5-4Batch11","4Batch11","4Batch11Cage5","control","1 hr",-2.15277777777778,3,-2.70744680851064,3,"control"
"G8",8,100,445.371234101193,466.234204248619,11,"Post","5-4","Cage5","4","5-4Batch11","4Batch11","4Batch11Cage5","control","1 hr",-2.15277777777778,3,-2.70744680851064,3,"control"
"H7",8,100,97.9282836319372,100.278582376705,6,"Pre","4-1","Cage4","1","4-1Batch6","1Batch6","1Batch6Cage4","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
"H8",8,100,102.628881121473,100.278582376705,6,"Pre","4-1","Cage4","1","4-1Batch6","1Batch6","1Batch6Cage4","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
"A9",8,100,124.593926135419,123.488453766367,6,"Post","4-1","Cage4","1","4-1Batch6","1Batch6","1Batch6Cage4","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
"A10",8,100,122.382981397315,123.488453766367,6,"Post","4-1","Cage4","1","4-1Batch6","1Batch6","1Batch6Cage4","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
"B9",8,100,43.5887222219727,45.8471788226483,10,"Pre","1-4","Cage1","4","1-4Batch10","4Batch10","4Batch10Cage1","reorganized","1 hr",-2.84615384615385,3,5.64067226890756,1,"descenders"
"B10",8,100,48.1056354233239,45.8471788226483,10,"Pre","1-4","Cage1","4","1-4Batch10","4Batch10","4Batch10Cage1","reorganized","1 hr",-2.84615384615385,3,5.64067226890756,1,"descenders"
"C9",8,100,202.437156028693,225.229469355862,10,"Post","1-4","Cage1","4","1-4Batch10","4Batch10","4Batch10Cage1","reorganized","1 hr",-2.84615384615385,3,5.64067226890756,1,"descenders"
"C10",8,100,248.02178268303,225.229469355862,10,"Post","1-4","Cage1","4","1-4Batch10","4Batch10","4Batch10Cage1","reorganized","1 hr",-2.84615384615385,3,5.64067226890756,1,"descenders"
"D9",8,100,45.1257186829652,49.3114984595813,4,"Pre","2-1","Cage2","1","2-1Batch4","1Batch4","1Batch4Cage2","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
"D10",8,100,53.4972782361975,49.3114984595813,4,"Pre","2-1","Cage2","1","2-1Batch4","1Batch4","1Batch4Cage2","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
"E9",8,100,142.209262592914,166.004325957717,4,"Post","2-1","Cage2","1","2-1Batch4","1Batch4","1Batch4Cage2","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
"E10",8,100,189.799389322521,166.004325957717,4,"Post","2-1","Cage2","1","2-1Batch4","1Batch4","1Batch4Cage2","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
