"Well","plate","dilution_factor","final_conc_ng_ul","mean_con_ng_ul","batch","period","post_id","precage","pre_id","post_idbatch","pre_idbatch","pre_idbatchcage"
"G7",7,100,48.2345166343888,55.3149627961078,"3","Pre","2-4","Cage2","4","2-4Batch3","4 Batch3","4Batch3Cage2"
"G8",7,100,62.3954089578269,55.3149627961078,"3","Pre","2-4","Cage2","4","2-4Batch3","4 Batch3","4Batch3Cage2"
"H7",7,100,48.2345166343888,46.4693298713013,"3","Post","2-4","Cage2","4","2-4Batch3","4 Batch3","4Batch3Cage2"
"H8",7,100,44.7041431082138,46.4693298713013,"3","Post","2-4","Cage2","4","2-4Batch3","4 Batch3","4Batch3Cage2"
"A9",7,100,155.717531510245,147.553127531666,"9","Pre","3-2","Cage3","2","3-2Batch9","2 Batch9","2Batch9Cage3"
"A10",7,100,139.388723553087,147.553127531666,"9","Pre","3-2","Cage3","2","3-2Batch9","2 Batch9","2Batch9Cage3"
"B9",7,100,423.403638505531,407.261064662692,"9","Post","3-2","Cage3","2","3-2Batch9","2 Batch9","2Batch9Cage3"
"B10",7,100,391.118490819852,407.261064662692,"9","Post","3-2","Cage3","2","3-2Batch9","2 Batch9","2Batch9Cage3"
"C9",7,100,47.9278494171401,60.685671917562,"4","Pre","4-4","Cage4","4","4-4Batch4","4 Batch4","4Batch4Cage4"
"C10",7,100,73.443494417984,60.685671917562,"4","Pre","4-4","Cage4","4","4-4Batch4","4 Batch4","4Batch4Cage4"
"D9",7,100,81.5847417606549,78.6142692793386,"4","Post","4-4","Cage4","4","4-4Batch4","4 Batch4","4Batch4Cage4"
"D10",7,100,75.6437967980224,78.6142692793386,"4","Post","4-4","Cage4","4","4-4Batch4","4 Batch4","4Batch4Cage4"
"E9",7,100,91.8963155471557,98.1334293720601,"14","Pre","6-4","Cage6","4","6-4Batch14","4 Batch14","4Batch14Cage6"
"E10",7,100,104.370543196965,98.1334293720601,"14","Pre","6-4","Cage6","4","6-4Batch14","4 Batch14","4Batch14Cage6"
"F9",7,100,339.084361392788,360.241905196482,"14","Post","6-4","Cage6","4","6-4Batch14","4 Batch14","4Batch14Cage6"
"F10",7,100,381.399449000176,360.241905196482,"14","Post","6-4","Cage6","4","6-4Batch14","4 Batch14","4Batch14Cage6"
"G9",7,100,66.8921448241239,71.5504736148056,"5","Pre","5-2","Cage5","2","5-2Batch5","2 Batch5","2Batch5Cage5"
"G10",7,100,76.2088024054874,71.5504736148056,"5","Pre","5-2","Cage5","2","5-2Batch5","2 Batch5","2Batch5Cage5"
"H9",7,100,169.251006612406,178.367170855216,"5","Post","5-2","Cage5","2","5-2Batch5","2 Batch5","2Batch5Cage5"
"H10",7,100,187.483335098025,178.367170855216,"5","Post","5-2","Cage5","2","5-2Batch5","2 Batch5","2Batch5Cage5"
"A11",7,100,59.0889626826839,64.7003962956364,"11","Pre","4-1","Cage4","1","4-1Batch11","1 Batch11","1Batch11Cage4"
"A12",7,100,70.3118299085888,64.7003962956364,"11","Pre","4-1","Cage4","1","4-1Batch11","1 Batch11","1Batch11Cage4"
"B11",7,100,120.952754351843,111.755151204637,"11","Post","4-1","Cage4","1","4-1Batch11","1 Batch11","1Batch11Cage4"
"B12",7,100,102.557548057432,111.755151204637,"11","Post","4-1","Cage4","1","4-1Batch11","1 Batch11","1Batch11Cage4"
"C11",7,100,48.8550400111254,49.6523589452997,"4","Pre","1-3","Cage1","3","1-3Batch4","3 Batch4","3Batch4Cage1"
"C12",7,100,50.4496778794739,49.6523589452997,"4","Pre","1-3","Cage1","3","1-3Batch4","3 Batch4","3Batch4Cage1"
"D11",7,100,106.235347490114,122.812035521601,"4","Post","1-3","Cage1","3","1-3Batch4","3 Batch4","3Batch4Cage1"
"D12",7,100,139.388723553087,122.812035521601,"4","Post","1-3","Cage1","3","1-3Batch4","3 Batch4","3Batch4Cage1"
"E11",7,100,92.6536172206688,94.2177383180906,"6","Pre","1-2","Cage1","2","1-2Batch6","2 Batch6","2Batch6Cage1"
"E12",7,100,95.7818594155123,94.2177383180906,"6","Pre","1-2","Cage1","2","1-2Batch6","2 Batch6","2Batch6Cage1"
"F11",7,100,106.235347490114,108.687436008819,"6","Post","1-2","Cage1","2","1-2Batch6","2 Batch6","2Batch6Cage1"
"F12",7,100,111.139524527523,108.687436008819,"6","Post","1-2","Cage1","2","1-2Batch6","2 Batch6","2Batch6Cage1"
"G11",7,100,152.194573078098,161.774411318141,"12","Pre","2-1","Cage2","1","2-1Batch12","1 Batch12","1Batch12Cage2"
"G12",7,100,171.354249558183,161.774411318141,"12","Pre","2-1","Cage2","1","2-1Batch12","1 Batch12","1Batch12Cage2"
"H11",7,100,122.131017099228,127.895798954848,"12","Post","2-1","Cage2","1","2-1Batch12","1 Batch12","1Batch12Cage2"
"H12",7,100,133.660580810468,127.895798954848,"12","Post","2-1","Cage2","1","2-1Batch12","1 Batch12","1Batch12Cage2"
"D3",8,100,46.7239879455773,46.3204669545675,"13","Pre","4-2","Cage4","2","4-2Batch13","2 Batch13","2Batch13Cage4"
"D4",8,100,45.9169459635576,46.3204669545675,"13","Pre","4-2","Cage4","2","4-2Batch13","2 Batch13","2Batch13Cage4"
"E3",8,100,131.654224490407,129.264012089489,"13","Post","4-2","Cage4","2","4-2Batch13","2 Batch13","2Batch13Cage4"
"E4",8,100,126.873799688571,129.264012089489,"13","Post","4-2","Cage4","2","4-2Batch13","2 Batch13","2Batch13Cage4"
"F3",8,100,90.8173278071422,90.1546727374937,"5","Pre","1-1","Cage1","1","1-1Batch5","1 Batch5","1Batch5Cage1"
"F4",8,100,89.4920176678453,90.1546727374937,"5","Pre","1-1","Cage1","1","1-1Batch5","1 Batch5","1Batch5Cage1"
"G3",8,100,63.0840795609401,56.0207777657873,"5","Post","1-1","Cage1","1","1-1Batch5","1 Batch5","1Batch5Cage1"
"G4",8,100,48.9574759706345,56.0207777657873,"5","Post","1-1","Cage1","1","1-1Batch5","1 Batch5","1Batch5Cage1"
"H3",8,100,126.873799688571,126.299419157905,"14","Pre","1-4","Cage1","4","1-4Batch14","4 Batch14","4Batch14Cage1"
"H4",8,100,125.72503862724,126.299419157905,"14","Pre","1-4","Cage1","4","1-4Batch14","4 Batch14","4Batch14Cage1"
"A5",8,100,399.880070654563,429.161837153181,"14","Post","1-4","Cage1","4","1-4Batch14","4 Batch14","4Batch14Cage1"
"A6",8,100,458.443603651799,429.161837153181,"14","Post","1-4","Cage1","4","1-4Batch14","4 Batch14","4Batch14Cage1"
"B5",8,100,28.1357427996484,31.1995983376098,"2","Pre","1-1","Cage1","1","1-1Batch2","1 Batch2","1Batch2Cage1"
"B6",8,100,34.2634538755712,31.1995983376098,"2","Pre","1-1","Cage1","1","1-1Batch2","1 Batch2","1Batch2Cage1"
"C5",8,100,210.804103610023,215.326865571699,"2","Post","1-1","Cage1","1","1-1Batch2","1 Batch2","1Batch2Cage1"
"C6",8,100,219.849627533376,215.326865571699,"2","Post","1-1","Cage1","1","1-1Batch2","1 Batch2","1Batch2Cage1"
"D5",8,100,44.0944854353788,43.8416038286757,"13","Pre","5-2","Cage5","2","5-2Batch13","2 Batch13","2Batch13Cage5"
"D6",8,100,43.5887222219727,43.8416038286757,"13","Pre","5-2","Cage5","2","5-2Batch13","2 Batch13","2Batch13Cage5"
"E5",8,100,68.9627330550191,63.9462250013509,"13","Post","5-2","Cage5","2","5-2Batch13","2 Batch13","2Batch13Cage5"
"E6",8,100,58.9297169476827,63.9462250013509,"13","Post","5-2","Cage5","2","5-2Batch13","2 Batch13","2Batch13Cage5"
"F5",8,100,125.72503862724,122.981401918769,"8","Pre","3-3","Cage3","3","3-3Batch8","3 Batch8","3Batch8Cage3"
"F6",8,100,120.237765210298,122.981401918769,"8","Pre","3-3","Cage3","3","3-3Batch8","3 Batch8","3Batch8Cage3"
"G5",8,100,433.037856196214,427.209394635226,"8","Post","3-3","Cage3","3","3-3Batch8","3 Batch8","3Batch8Cage3"
"G6",8,100,421.380933074238,427.209394635226,"8","Post","3-3","Cage3","3","3-3Batch8","3 Batch8","3Batch8Cage3"
"H5",8,100,69.4111471398555,66.2476133503978,"10","Pre","3-1","Cage3","1","3-1Batch10","1 Batch10","1Batch10Cage3"
"H6",8,100,63.0840795609401,66.2476133503978,"10","Pre","3-1","Cage3","1","3-1Batch10","1 Batch10","1Batch10Cage3"
"A7",8,100,174.393231877599,174.393231877599,"10","Post","3-1","Cage3","1","3-1Batch10","1 Batch10","1Batch10Cage3"
"A8",8,100,174.393231877599,174.393231877599,"10","Post","3-1","Cage3","1","3-1Batch10","1 Batch10","1Batch10Cage3"
"B7",8,100,95.7054319439327,94.6333384834088,"14","Pre","3-3","Cage3","3","3-3Batch14","3 Batch14","3Batch14Cage3"
"B8",8,100,93.5612450228849,94.6333384834088,"14","Pre","3-3","Cage3","3","3-3Batch14","3 Batch14","3Batch14Cage3"
"C7",8,100,95.7054319439327,98.7630129266694,"14","Post","3-3","Cage3","3","3-3Batch14","3 Batch14","3Batch14Cage3"
"C8",8,100,101.820593909406,98.7630129266694,"14","Post","3-3","Cage3","3","3-3Batch14","3 Batch14","3Batch14Cage3"
"D7",8,100,140.810249347391,143.683519686337,"1","Post","4-2","Cage4","2","4-2Batch1","2 Batch1","2Batch1Cage4"
"D8",8,100,146.556790025283,143.683519686337,"1","Post","4-2","Cage4","2","4-2Batch1","2 Batch1","2Batch1Cage4"
"E7",8,100,105.968279643107,105.968279643107,"1","Post","2-3","Cage2","3","2-3Batch1","3 Batch1","3Batch1Cage2"
"E8",8,100,105.968279643107,105.968279643107,"1","Post","2-3","Cage2","3","2-3Batch1","3 Batch1","3Batch1Cage2"
"F7",8,100,187.446843047664,199.125473328843,"11","Pre","5-4","Cage5","4","5-4Batch11","4 Batch11","4Batch11Cage5"
"F8",8,100,210.804103610023,199.125473328843,"11","Pre","5-4","Cage5","4","5-4Batch11","4 Batch11","4Batch11Cage5"
"G7",8,100,487.097174396044,466.234204248619,"11","Post","5-4","Cage5","4","5-4Batch11","4 Batch11","4Batch11Cage5"
"G8",8,100,445.371234101193,466.234204248619,"11","Post","5-4","Cage5","4","5-4Batch11","4 Batch11","4Batch11Cage5"
"H7",8,100,97.9282836319372,100.278582376705,"6","Pre","4-1","Cage4","1","4-1Batch6","1 Batch6","1Batch6Cage4"
"H8",8,100,102.628881121473,100.278582376705,"6","Pre","4-1","Cage4","1","4-1Batch6","1 Batch6","1Batch6Cage4"
"A9",8,100,124.593926135419,123.488453766367,"6","Post","4-1","Cage4","1","4-1Batch6","1 Batch6","1Batch6Cage4"
"A10",8,100,122.382981397315,123.488453766367,"6","Post","4-1","Cage4","1","4-1Batch6","1 Batch6","1Batch6Cage4"
"B9",8,100,43.5887222219727,45.8471788226483,"10","Pre","1-4","Cage1","4","1-4Batch10","4 Batch10","4Batch10Cage1"
"B10",8,100,48.1056354233239,45.8471788226483,"10","Pre","1-4","Cage1","4","1-4Batch10","4 Batch10","4Batch10Cage1"
"C9",8,100,202.437156028693,225.229469355862,"10","Post","1-4","Cage1","4","1-4Batch10","4 Batch10","4Batch10Cage1"
"C10",8,100,248.02178268303,225.229469355862,"10","Post","1-4","Cage1","4","1-4Batch10","4 Batch10","4Batch10Cage1"
"D9",8,100,45.1257186829652,49.3114984595813,"4","Pre","2-1","Cage2","1","2-1Batch4","1 Batch4","1Batch4Cage2"
"D10",8,100,53.4972782361975,49.3114984595813,"4","Pre","2-1","Cage2","1","2-1Batch4","1 Batch4","1Batch4Cage2"
"E9",8,100,142.209262592914,166.004325957717,"4","Post","2-1","Cage2","1","2-1Batch4","1 Batch4","1Batch4Cage2"
"E10",8,100,189.799389322521,166.004325957717,"4","Post","2-1","Cage2","1","2-1Batch4","1 Batch4","1Batch4Cage2"
